date	souches	varietes	cellules	resultats
23/05/2018	Strain1	Variety1	C7	11
23/05/2018	Strain1	Variety1	C7	9
23/05/2018	Strain1	Variety2	C7	7,5
23/05/2018	Strain1	Variety2	C7	6,5
23/05/2018	Strain1	Variety2	C7	9
23/05/2018	Strain1	Variety2	C7	9
23/05/2018	Strain1	Variety2	C7	5
23/05/2018	Strain1	Variety2	C7	9
23/05/2018	Strain1	Variety2	C7	6,5
23/05/2018	Strain1	Variety2	C7	5
23/05/2018	Strain1	Variety1	C8	8
23/05/2018	Strain1	Variety1	C8	11
23/05/2018	Strain1	Variety1	C8	15
23/05/2018	Strain1	Variety1	C8	11
23/05/2018	Strain1	Variety1	C8	7,5
23/05/2018	Strain1	Variety2	C8	11
23/05/2018	Strain1	Variety2	C8	7
23/05/2018	Strain1	Variety2	C8	6,5
23/05/2018	Strain1	Variety2	C8	13
23/05/2018	Strain1	Variety2	C8	6,5
23/05/2018	Strain1	Variety2	C8	13
23/05/2018	Strain1	Variety2	C8	11
23/05/2018	Strain1	Variety1	C7	22
23/05/2018	Strain1	Variety1	C7	33,5
23/05/2018	Strain1	Variety1	C7	23,5
23/05/2018	Strain1	Variety1	C7	25,5
23/05/2018	Strain1	Variety1	C7	21
23/05/2018	Strain1	Variety1	C7	23,5
23/05/2018	Strain1	Variety1	C7	23
23/05/2018	Strain1	Variety2	C7	17
23/05/2018	Strain1	Variety2	C7	14,5
23/05/2018	Strain1	Variety2	C7	11
23/05/2018	Strain1	Variety2	C7	10
23/05/2018	Strain1	Variety2	C7	7
23/05/2018	Strain2	Variety1	C8	14,5
23/05/2018	Strain2	Variety1	C8	13
23/05/2018	Strain2	Variety1	C8	11,5
23/05/2018	Strain2	Variety1	C8	10
23/05/2018	Strain2	Variety1	C8	13
23/05/2018	Strain2	Variety2	C8	10
23/05/2018	Strain2	Variety2	C8	11
23/05/2018	Strain2	Variety2	C8	11
23/05/2018	Strain2	Variety2	C8	11
23/05/2018	Strain2	Variety2	C8	14
23/05/2018	Strain2	Variety2	C8	12,5
23/05/2018	Strain2	Variety2	C8	8
23/05/2018	Strain2	Variety2	C8	8
23/05/2018	Strain2	Variety2	C8	9,5
23/05/2018	Strain2	Variety1	C7	26
23/05/2018	Strain2	Variety1	C7	25,5
23/05/2018	Strain2	Variety1	C7	18
23/05/2018	Strain2	Variety1	C7	13
23/05/2018	Strain2	Variety1	C7	19
23/05/2018	Strain2	Variety2	C7	13
23/05/2018	Strain2	Variety2	C7	19
23/05/2018	Strain2	Variety2	C7	24
23/05/2018	Strain2	Variety2	C7	19
23/05/2018	Strain2	Variety2	C7	16
23/05/2018	Strain2	Variety2	C7	16
23/05/2018	Strain2	Variety2	C7	17,5
23/05/2018	Strain2	Variety2	C7	17
05/06/2018	Strain1	Variety1	C8	12
05/06/2018	Strain1	Variety1	C8	15,5
05/06/2018	Strain1	Variety1	C8	23
05/06/2018	Strain1	Variety1	C8	24,5
05/06/2018	Strain1	Variety1	C8	12
05/06/2018	Strain1	Variety1	C8	14
05/06/2018	Strain1	Variety2	C8	9,5
05/06/2018	Strain1	Variety2	C8	9,5
05/06/2018	Strain1	Variety2	C8	12
05/06/2018	Strain1	Variety2	C8	9
05/06/2018	Strain1	Variety2	C8	11,5
05/06/2018	Strain1	Variety2	C8	9
05/06/2018	Strain1	Variety2	C8	8
05/06/2018	Strain1	Variety2	C8	16
05/06/2018	Strain1	Variety2	C8	11,5
05/06/2018	Strain1	Variety2	C7	21
05/06/2018	Strain1	Variety2	C7	21
05/06/2018	Strain1	Variety2	C7	21
05/06/2018	Strain1	Variety2	C7	25
05/06/2018	Strain1	Variety2	C7	19
05/06/2018	Strain1	Variety2	C7	19
05/06/2018	Strain1	Variety2	C7	19
05/06/2018	Strain1	Variety2	C7	21,5
05/06/2018	Strain1	Variety2	C7	21
05/06/2018	Strain2	Variety1	C8	15
05/06/2018	Strain2	Variety1	C8	18
05/06/2018	Strain2	Variety1	C8	17
05/06/2018	Strain2	Variety1	C8	16
05/06/2018	Strain2	Variety1	C8	17
05/06/2018	Strain2	Variety1	C8	14,5
05/06/2018	Strain2	Variety1	C8	13
05/06/2018	Strain2	Variety1	C8	18
05/06/2018	Strain2	Variety1	C8	21
05/06/2018	Strain2	Variety2	C8	14,5
05/06/2018	Strain2	Variety2	C8	20
05/06/2018	Strain2	Variety2	C8	15
05/06/2018	Strain2	Variety2	C8	16,5
05/06/2018	Strain2	Variety2	C8	15
05/06/2018	Strain2	Variety2	C8	20,5
05/06/2018	Strain2	Variety2	C8	16,5
05/06/2018	Strain2	Variety2	C8	20
05/06/2018	Strain2	Variety2	C8	27
05/06/2018	Strain2	Variety1	C7	29
05/06/2018	Strain2	Variety1	C7	26
05/06/2018	Strain2	Variety1	C7	32
05/06/2018	Strain2	Variety1	C7	31
05/06/2018	Strain2	Variety1	C7	30
05/06/2018	Strain2	Variety1	C7	28
05/06/2018	Strain2	Variety1	C7	26
05/06/2018	Strain2	Variety1	C7	28
05/06/2018	Strain2	Variety1	C7	20
05/06/2018	Strain2	Variety2	C7	22,5
05/06/2018	Strain2	Variety2	C7	24,5
05/06/2018	Strain2	Variety2	C7	18,5
05/06/2018	Strain2	Variety2	C7	15
05/06/2018	Strain2	Variety2	C7	15,5
05/06/2018	Strain2	Variety2	C7	19
05/06/2018	Strain2	Variety2	C7	26,5
05/06/2018	Strain2	Variety2	C7	20
05/06/2018	Strain2	Variety2	C7	17,5
05/06/2018	Strain2	Variety2	C7	28
05/06/2018	Strain2	Variety2	C7	18,5
05/06/2018	Strain1	Variety1	C8	11
05/06/2018	Strain1	Variety1	C8	11,5
05/06/2018	Strain1	Variety1	C8	11,5
05/06/2018	Strain1	Variety1	C8	19
05/06/2018	Strain1	Variety1	C8	6
05/06/2018	Strain1	Variety1	C8	12
05/06/2018	Strain1	Variety1	C8	11,5
05/06/2018	Strain1	Variety1	C8	7
05/06/2018	Strain1	Variety1	C8	9
05/06/2018	Strain1	Variety2	C8	12,5
05/06/2018	Strain1	Variety2	C8	7,5
05/06/2018	Strain1	Variety2	C8	7
05/06/2018	Strain1	Variety2	C8	10,5
05/06/2018	Strain1	Variety2	C8	10
05/06/2018	Strain1	Variety2	C8	9
05/06/2018	Strain1	Variety2	C8	7
05/06/2018	Strain1	Variety2	C8	6
05/06/2018	Strain1	Variety1	C7	6,5
05/06/2018	Strain1	Variety1	C7	8
05/06/2018	Strain1	Variety1	C7	8
05/06/2018	Strain1	Variety1	C7	9
05/06/2018	Strain1	Variety1	C7	12,5
05/06/2018	Strain1	Variety1	C7	18,5
05/06/2018	Strain1	Variety1	C7	25
05/06/2018	Strain1	Variety1	C7	14
05/06/2018	Strain1	Variety1	C7	10
05/06/2018	Strain1	Variety1	C7	20
05/06/2018	Strain1	Variety1	C7	13
05/06/2018	Strain1	Variety2	C7	11,5
05/06/2018	Strain1	Variety2	C7	9
05/06/2018	Strain1	Variety2	C7	7
05/06/2018	Strain1	Variety2	C7	5
05/06/2018	Strain1	Variety2	C7	13,5
05/06/2018	Strain1	Variety2	C7	10,5
05/06/2018	Strain1	Variety2	C7	11,5
05/06/2018	Strain1	Variety2	C7	8,5
05/06/2018	Strain1	Variety2	C7	7,5
05/06/2018	Strain2	Variety1	C8	15
05/06/2018	Strain2	Variety1	C8	20
05/06/2018	Strain2	Variety1	C8	5
05/06/2018	Strain2	Variety1	C8	13,5
05/06/2018	Strain2	Variety1	C8	16
05/06/2018	Strain2	Variety1	C8	14
05/06/2018	Strain2	Variety1	C8	18
05/06/2018	Strain2	Variety1	C8	15,5
05/06/2018	Strain2	Variety2	C8	16,5
05/06/2018	Strain2	Variety2	C8	13,5
05/06/2018	Strain2	Variety2	C8	10
05/06/2018	Strain2	Variety2	C8	11
05/06/2018	Strain2	Variety2	C8	9
05/06/2018	Strain2	Variety2	C8	10
05/06/2018	Strain2	Variety2	C8	18,5
05/06/2018	Strain2	Variety2	C8	10
05/06/2018	Strain2	Variety1	C7	20,5
05/06/2018	Strain2	Variety1	C7	15
05/06/2018	Strain2	Variety1	C7	17,5
05/06/2018	Strain2	Variety1	C7	6
05/06/2018	Strain2	Variety1	C7	16
05/06/2018	Strain2	Variety1	C7	10,5
05/06/2018	Strain2	Variety1	C7	13
05/06/2018	Strain2	Variety1	C7	17
05/06/2018	Strain2	Variety1	C7	13,5
05/06/2018	Strain2	Variety1	C7	8
05/06/2018	Strain2	Variety2	C7	10
05/06/2018	Strain2	Variety2	C7	11,5
05/06/2018	Strain2	Variety2	C7	5,5
05/06/2018	Strain2	Variety2	C7	6
05/06/2018	Strain2	Variety2	C7	7,5
05/06/2018	Strain2	Variety2	C7	6
05/06/2018	Strain2	Variety2	C7	6
05/06/2018	Strain2	Variety2	C7	8,5
09/07/2018	Strain1	Variety1	C8	26
09/07/2018	Strain1	Variety1	C8	15,5
09/07/2018	Strain1	Variety1	C8	19,5
09/07/2018	Strain1	Variety1	C8	15
09/07/2018	Strain1	Variety1	C8	19
09/07/2018	Strain1	Variety1	C8	12
09/07/2018	Strain1	Variety1	C8	20
09/07/2018	Strain1	Variety1	C8	19
09/07/2018	Strain1	Variety2	C8	9
09/07/2018	Strain1	Variety2	C8	11,5
09/07/2018	Strain1	Variety2	C8	11,5
09/07/2018	Strain1	Variety2	C8	9
09/07/2018	Strain1	Variety2	C8	13
09/07/2018	Strain1	Variety2	C8	17
09/07/2018	Strain1	Variety2	C8	18
09/07/2018	Strain1	Variety1	C7	10
09/07/2018	Strain1	Variety1	C7	19
09/07/2018	Strain1	Variety1	C7	20
09/07/2018	Strain1	Variety1	C7	18
09/07/2018	Strain1	Variety1	C7	23
09/07/2018	Strain1	Variety1	C7	19,5
09/07/2018	Strain1	Variety2	C7	8
09/07/2018	Strain1	Variety2	C7	9
09/07/2018	Strain1	Variety2	C7	11
09/07/2018	Strain1	Variety2	C7	7,5
09/07/2018	Strain1	Variety2	C7	14
09/07/2018	Strain1	Variety2	C7	7
09/07/2018	Strain1	Variety2	C7	8
09/07/2018	Strain1	Variety2	C7	6
09/07/2018	Strain1	Variety2	C7	7,5
09/07/2018	Strain2	Variety1	C8	11
09/07/2018	Strain2	Variety1	C8	8,5
09/07/2018	Strain2	Variety1	C8	11
09/07/2018	Strain2	Variety1	C8	14,5
09/07/2018	Strain2	Variety1	C8	18
09/07/2018	Strain2	Variety1	C8	8
09/07/2018	Strain2	Variety2	C8	12,5
09/07/2018	Strain2	Variety2	C8	12,5
09/07/2018	Strain2	Variety2	C8	13
09/07/2018	Strain2	Variety2	C8	18
09/07/2018	Strain2	Variety2	C8	12
09/07/2018	Strain2	Variety2	C8	11,5
09/07/2018	Strain2	Variety1	C7	11
09/07/2018	Strain2	Variety1	C7	16,5
09/07/2018	Strain2	Variety1	C7	23
09/07/2018	Strain2	Variety1	C7	15
09/07/2018	Strain2	Variety1	C7	15
09/07/2018	Strain2	Variety1	C7	15,5
09/07/2018	Strain2	Variety1	C7	11
09/07/2018	Strain2	Variety1	C7	15,5
09/07/2018	Strain2	Variety2	C7	7
09/07/2018	Strain2	Variety2	C7	6
09/07/2018	Strain2	Variety2	C7	14
09/07/2018	Strain2	Variety2	C7	8
09/07/2018	Strain2	Variety2	C7	9
09/07/2018	Strain2	Variety2	C7	10,5
09/07/2018	Strain2	Variety2	C7	8
09/07/2018	Strain2	Variety2	C7	9
09/07/2018	Strain2	Variety2	C7	10
05/11/2018	Strain2	Variety2	C7	9
05/11/2018	Strain2	Variety2	C7	15
05/11/2018	Strain2	Variety2	C7	9
05/11/2018	Strain2	Variety2	C7	12
05/11/2018	Strain2	Variety2	C7	12,5
05/11/2018	Strain2	Variety2	C7	12,5
05/11/2018	Strain2	Variety2	C7	13
05/11/2018	Strain2	Variety2	C7	11
05/11/2018	Strain2	Variety1	C7	10,5
05/11/2018	Strain2	Variety1	C7	5,5
05/11/2018	Strain2	Variety1	C7	15
05/11/2018	Strain2	Variety1	C7	13
05/11/2018	Strain2	Variety1	C7	12
05/11/2018	Strain2	Variety1	C7	15
05/11/2018	Strain2	Variety1	C7	11
05/11/2018	Strain2	Variety2	C8	15
05/11/2018	Strain2	Variety2	C8	13,5
05/11/2018	Strain2	Variety2	C8	16,5
05/11/2018	Strain2	Variety2	C8	11
05/11/2018	Strain2	Variety2	C8	14
05/11/2018	Strain2	Variety2	C8	19
05/11/2018	Strain2	Variety1	C8	22
05/11/2018	Strain2	Variety1	C8	7,5
05/11/2018	Strain2	Variety1	C8	26
05/11/2018	Strain2	Variety1	C8	25
05/11/2018	Strain2	Variety1	C8	24
05/11/2018	Strain2	Variety1	C8	19,5
05/11/2018	Strain2	Variety1	C8	25
05/11/2018	Strain1	Variety2	C7	3
05/11/2018	Strain1	Variety2	C7	9
05/11/2018	Strain1	Variety2	C7	8,5
05/11/2018	Strain1	Variety2	C7	6
05/11/2018	Strain1	Variety2	C7	6
05/11/2018	Strain1	Variety2	C7	7,5
05/11/2018	Strain1	Variety1	C7	7
05/11/2018	Strain1	Variety1	C7	9
05/11/2018	Strain1	Variety1	C7	7,5
05/11/2018	Strain1	Variety1	C7	5,5
05/11/2018	Strain1	Variety1	C7	8,5
05/11/2018	Strain1	Variety1	C7	12
05/11/2018	Strain1	Variety1	C7	14
05/11/2018	Strain1	Variety2	C8	4
05/11/2018	Strain1	Variety2	C8	14,5
05/11/2018	Strain1	Variety2	C8	9
05/11/2018	Strain1	Variety2	C8	17
05/11/2018	Strain1	Variety2	C8	6
05/11/2018	Strain1	Variety1	C8	9,5
05/11/2018	Strain1	Variety1	C8	15,5
05/11/2018	Strain1	Variety1	C8	20
05/11/2018	Strain1	Variety1	C8	23
05/11/2018	Strain1	Variety1	C8	24
05/11/2018	Strain1	Variety1	C8	13
30/11/2018	Strain2	Variety2	C7	11
30/11/2018	Strain2	Variety2	C7	10
30/11/2018	Strain2	Variety2	C7	5
30/11/2018	Strain2	Variety2	C7	10
30/11/2018	Strain2	Variety2	C7	6
30/11/2018	Strain2	Variety2	C7	10
30/11/2018	Strain2	Variety1	C7	12,5
30/11/2018	Strain2	Variety1	C7	16
30/11/2018	Strain2	Variety1	C7	15
30/11/2018	Strain2	Variety1	C7	14,5
30/11/2018	Strain2	Variety1	C7	10
30/11/2018	Strain2	Variety1	C7	11
30/11/2018	Strain2	Variety1	C7	14
30/11/2018	Strain2	Variety1	C7	10
30/11/2018	Strain2	Variety2	C8	10
30/11/2018	Strain2	Variety2	C8	12
30/11/2018	Strain2	Variety2	C8	10
30/11/2018	Strain2	Variety2	C8	14
30/11/2018	Strain2	Variety2	C8	11
30/11/2018	Strain2	Variety2	C8	12
30/11/2018	Strain2	Variety2	C8	7
30/11/2018	Strain2	Variety1	C8	11
30/11/2018	Strain2	Variety1	C8	7
30/11/2018	Strain2	Variety1	C8	12
30/11/2018	Strain2	Variety1	C8	17
30/11/2018	Strain2	Variety1	C8	16
30/11/2018	Strain2	Variety1	C8	15,5
30/11/2018	Strain2	Variety1	C8	12
30/11/2018	Strain2	Variety1	C8	12
30/11/2018	Strain2	Variety1	C8	10
30/11/2018	Strain1	Variety2	C7	13
30/11/2018	Strain1	Variety2	C7	7
30/11/2018	Strain1	Variety2	C7	20
30/11/2018	Strain1	Variety2	C7	16
30/11/2018	Strain1	Variety2	C7	13,5
30/11/2018	Strain1	Variety1	C7	16,5
30/11/2018	Strain1	Variety1	C7	14
30/11/2018	Strain1	Variety1	C7	11,5
30/11/2018	Strain1	Variety1	C7	21,5
30/11/2018	Strain1	Variety1	C7	18
30/11/2018	Strain1	Variety1	C7	11
30/11/2018	Strain1	Variety1	C7	21
30/11/2018	Strain1	Variety1	C7	16
30/11/2018	Strain1	Variety2	C8	10
30/11/2018	Strain1	Variety2	C8	10
30/11/2018	Strain1	Variety2	C8	8,5
30/11/2018	Strain1	Variety2	C8	7
30/11/2018	Strain1	Variety2	C8	10
30/11/2018	Strain1	Variety1	C8	18
30/11/2018	Strain1	Variety1	C8	7,5
30/11/2018	Strain1	Variety1	C8	7
30/11/2018	Strain1	Variety1	C8	11
30/11/2018	Strain1	Variety1	C8	12
30/11/2018	Strain1	Variety1	C8	7
30/11/2018	Strain1	Variety1	C8	8
30/11/2018	Strain1	Variety1	C8	10,5
30/11/2018	Strain1	Variety1	C8	13
